dataset,model,device,chosen_nc_score,covratio,alpha,structuring_element,se_params,random_seed,coverage,stretch,cp_quantile
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2007,0.9066666666666666,2.226001289761953,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2007,1.0,2.254709636336516,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2008,0.96,1.706834143691789,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2008,0.9866666666666667,1.813414563192435,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2008,0.9066666666666666,2.162865252802867,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2008,0.9733333333333334,2.183570673411085,13
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2008,0.9466666666666667,2.2185214971737035,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2008,1.0,2.2225293430706627,19
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2009,0.9733333333333334,1.8203722936480304,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2009,0.9733333333333334,1.8203722936480304,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2009,0.9333333333333333,2.179646415515209,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2009,0.9866666666666667,2.2196311657973906,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2009,0.9333333333333333,2.232163233096045,15
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2009,1.0,2.2452669150986644,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2010,1.0,1.8352278396974169,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2010,1.0,1.9244854799708193,6
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2010,0.9866666666666667,2.2202356157547345,13
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2010,1.0,2.2568200148963666,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2010,0.9866666666666667,2.2605386981698903,17
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2010,1.0,2.262780598007347,19
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2011,0.9333333333333333,1.7302800846871902,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2011,1.0,1.8417490124166078,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2011,0.9866666666666667,2.2304662290564563,13
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2011,1.0,2.260937253729282,15
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2011,0.9333333333333333,2.260937253729282,15
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2011,1.0,2.2749147090756394,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2012,1.0,1.8115453250289102,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2012,1.0,1.8115453250289102,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2012,0.7866666666666666,2.1520119351650786,11
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2012,0.9866666666666667,2.220696603387031,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2012,0.84,2.220696603387031,14
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2012,0.96,2.2463885455291797,17
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2013,0.9066666666666666,1.7343091817375405,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2013,1.0,1.9392715903497606,6
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2013,0.9466666666666667,2.253709093577156,13
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2013,1.0,2.2950796253419283,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2013,0.9466666666666667,2.2996216662940543,17
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2013,1.0,2.3024443357995104,19
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2014,1.0,1.8487524468296723,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2014,1.0,1.8487524468296723,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2014,0.8666666666666667,2.194456759592021,11
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2014,0.9733333333333334,2.2441070742274496,13
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2014,0.96,2.2745595683747633,15
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2014,1.0,2.2875689775036214,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2015,0.8266666666666667,1.7280409827825136,4
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2015,1.0,1.9225746762381422,6
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2015,0.88,2.212446662012887,13
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2015,1.0,2.244589179838322,15
oasis,universeg,cuda:1,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2015,0.92,2.252549746087625,16
oasis,universeg,cuda:1,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2015,1.0,2.2582610516111328,18
oasis,universeg,cuda:1,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2016,1.0,1.8347649928920844,5
oasis,universeg,cuda:1,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2016,1.0,1.8347649928920844,5
oasis,universeg,cuda:1,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2016,0.9866666666666667,2.1982314555946925,12
oasis,universeg,cuda:1,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2016,1.0,2.2390801976784624,14
