dataset,model,device,chosen_nc_score,covratio,alpha,structuring_element,se_params,random_seed,coverage,stretch,cp_quantile
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2013,0.948,2.6589786743742527,36
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2013,0.904,1.6734977205834607,16
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2013,0.952,3.999599115400624,55
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2013,0.94,2.589413271305986,33
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2013,0.98,5.580233386313662,82
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2014,0.924,1.2488693373051887,6
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2014,0.944,2.323868001926343,28
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2014,0.908,1.739201734353471,17
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2014,0.968,4.5434466782238525,69
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2014,0.936,2.497524196619555,31
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2014,0.956,4.813964201791743,68
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2015,0.904,1.207748853037065,5
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2015,0.972,4.097163672832176,56
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2015,0.924,1.9860902282515531,22
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2015,0.96,4.895885523663265,67
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2015,0.912,2.1128475898495727,24
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2015,0.972,5.222835855808482,76
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2016,0.924,1.2529345841210076,6
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2016,0.952,2.7992362363401075,38
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2016,0.844,1.394406153441345,9
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2016,0.956,4.310676468818523,64
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2016,0.916,2.2012038792937814,26
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2016,0.992,6.498006537314292,95
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2017,0.892,1.1631384546176675,4
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2017,0.976,4.122617695296905,59
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2017,0.916,1.9009881189858133,20
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2017,0.928,2.687106117104431,35
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2017,0.864,1.6167359458021255,15
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2017,0.944,4.007115045352336,57
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2018,0.956,1.7355057442593282,17
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2018,0.956,2.987031326627031,41
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2018,0.908,1.7599419274320232,17
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2018,0.944,3.233006382848102,45
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2018,0.9,1.9652032038746001,21
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2018,0.96,4.7683005528025735,70
polyps,pranet,cpu,fixed_disk,0.9,0.1,cross,{'strict_radius': True},2019,0.944,1.4659417366228769,11
polyps,pranet,cpu,fixed_disk,0.9,0.05,cross,{'strict_radius': True},2019,0.98,4.536063634881819,65
polyps,pranet,cpu,fixed_disk,0.99,0.1,cross,{'strict_radius': True},2019,0.908,1.7318663052845498,17
polyps,pranet,cpu,fixed_disk,0.99,0.05,cross,{'strict_radius': True},2019,0.952,4.054799367042413,55
polyps,pranet,cpu,fixed_disk,0.999,0.1,cross,{'strict_radius': True},2019,0.892,1.7715915341197033,17
polyps,pranet,cpu,fixed_disk,0.999,0.05,cross,{'strict_radius': True},2019,0.968,4.512096843102981,70
